sku,location,date,actual_demand,forecast,abc_class,xyz_class,cv,promo_flag,holiday_flag,lead_time_mean,lead_time_std,unit_cost,unit_margin,holding_cost_rate,shortage_cost_per_unit,service_target,safety_stock,reorder_point,on_hand,on_order,stockout_flag,product_family
SKU_001,WH_NORTH,2024-01-01,459.0,431.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1736.0,2724.0,2449.0,311.0,0,FAM_A
SKU_001,WH_NORTH,2024-01-08,440.0,402.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1736.0,2724.0,1509.0,925.0,0,FAM_A
SKU_001,WH_NORTH,2024-01-15,419.0,386.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1736.0,2724.0,2532.0,721.0,0,FAM_A
SKU_001,WH_NORTH,2024-01-22,465.0,433.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1736.0,2724.0,4931.0,771.0,0,FAM_A
SKU_001,WH_NORTH,2024-01-29,690.0,690.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1736.0,2724.0,2501.0,975.0,0,FAM_A
SKU_001,WH_NORTH,2024-02-05,390.0,360.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1736.0,2724.0,4996.0,117.0,0,FAM_A
SKU_001,WH_NORTH,2024-02-12,623.0,607.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1736.0,2724.0,3633.0,120.0,0,FAM_A
SKU_001,WH_NORTH,2024-02-19,286.0,260.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1736.0,2724.0,3846.0,12.0,0,FAM_A
SKU_001,WH_NORTH,2024-02-26,457.0,450.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1736.0,2724.0,4450.0,292.0,0,FAM_A
SKU_001,WH_NORTH,2024-03-04,521.0,503.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1736.0,2724.0,2788.0,298.0,0,FAM_A
SKU_001,WH_NORTH,2024-03-11,575.0,546.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1736.0,2724.0,4259.0,109.0,0,FAM_A
SKU_001,WH_NORTH,2024-03-18,591.0,563.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1736.0,2724.0,4684.0,280.0,0,FAM_A
SKU_001,WH_NORTH,2024-03-25,601.0,564.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1736.0,2724.0,1330.0,987.0,0,FAM_A
SKU_001,WH_NORTH,2024-04-01,456.0,442.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1736.0,2724.0,3690.0,89.0,0,FAM_A
SKU_001,WH_NORTH,2024-04-08,441.0,414.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1736.0,2724.0,994.0,238.0,0,FAM_A
SKU_001,WH_NORTH,2024-04-15,609.0,563.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1736.0,2724.0,4239.0,196.0,0,FAM_A
SKU_001,WH_NORTH,2024-04-22,476.0,435.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1736.0,2724.0,3716.0,36.0,0,FAM_A
SKU_001,WH_NORTH,2024-04-29,337.0,324.0,A,X,0.255,1,0,14,2,237.39,71.22,0.2,106.83,0.95,1736.0,2724.0,1092.0,599.0,0,FAM_A
SKU_001,WH_NORTH,2024-05-06,356.0,363.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1736.0,2724.0,1903.0,839.0,0,FAM_A
SKU_001,WH_NORTH,2024-05-13,383.0,368.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1736.0,2724.0,4344.0,917.0,0,FAM_A
SKU_001,WH_NORTH,2024-05-20,563.0,536.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1736.0,2724.0,3898.0,828.0,0,FAM_A
SKU_001,WH_NORTH,2024-05-27,518.0,499.0,A,X,0.255,1,0,14,2,237.39,71.22,0.2,106.83,0.95,1736.0,2724.0,1744.0,123.0,0,FAM_A
SKU_001,WH_NORTH,2024-06-03,588.0,581.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1736.0,2724.0,4102.0,622.0,0,FAM_A
SKU_001,WH_NORTH,2024-06-10,446.0,429.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1736.0,2724.0,1542.0,726.0,0,FAM_A
SKU_001,WH_NORTH,2024-06-17,520.0,490.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1736.0,2724.0,2043.0,701.0,0,FAM_A
SKU_001,WH_NORTH,2024-06-24,580.0,570.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1736.0,2724.0,3522.0,54.0,0,FAM_A
SKU_001,WH_NORTH,2024-07-01,461.0,446.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1736.0,2724.0,1052.0,873.0,0,FAM_A
SKU_001,WH_NORTH,2024-07-08,558.0,555.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1736.0,2724.0,1619.0,91.0,0,FAM_A
SKU_001,WH_NORTH,2024-07-15,416.0,400.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1736.0,2724.0,5121.0,453.0,0,FAM_A
SKU_001,WH_NORTH,2024-07-22,454.0,415.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1736.0,2724.0,3630.0,565.0,0,FAM_A
SKU_001,WH_NORTH,2024-07-29,451.0,410.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1736.0,2724.0,4974.0,298.0,0,FAM_A
SKU_001,WH_NORTH,2024-08-05,348.0,357.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1736.0,2724.0,3905.0,641.0,0,FAM_A
SKU_001,WH_NORTH,2024-08-12,562.0,562.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1736.0,2724.0,1512.0,502.0,0,FAM_A
SKU_001,WH_NORTH,2024-08-19,440.0,417.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1736.0,2724.0,2926.0,118.0,0,FAM_A
SKU_001,WH_NORTH,2024-08-26,502.0,473.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1736.0,2724.0,2075.0,301.0,0,FAM_A
SKU_001,WH_NORTH,2024-09-02,561.0,557.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1736.0,2724.0,3520.0,627.0,0,FAM_A
SKU_001,WH_NORTH,2024-09-09,557.0,515.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1736.0,2724.0,2642.0,215.0,0,FAM_A
SKU_001,WH_NORTH,2024-09-16,585.0,545.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1736.0,2724.0,2244.0,36.0,0,FAM_A
SKU_001,WH_NORTH,2024-09-23,487.0,474.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1736.0,2724.0,2926.0,223.0,0,FAM_A
SKU_001,WH_NORTH,2024-09-30,446.0,420.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1736.0,2724.0,3323.0,694.0,0,FAM_A
SKU_001,WH_NORTH,2024-10-07,490.0,468.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1736.0,2724.0,3700.0,312.0,0,FAM_A
SKU_001,WH_NORTH,2024-10-14,285.0,270.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1736.0,2724.0,3251.0,426.0,0,FAM_A
SKU_001,WH_NORTH,2024-10-21,316.0,307.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1736.0,2724.0,2433.0,507.0,0,FAM_A
SKU_001,WH_NORTH,2024-10-28,331.0,337.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1736.0,2724.0,4715.0,910.0,0,FAM_A
SKU_001,WH_NORTH,2024-11-04,373.0,357.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1736.0,2724.0,3126.0,790.0,0,FAM_A
SKU_001,WH_NORTH,2024-11-11,551.0,535.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1736.0,2724.0,4502.0,488.0,0,FAM_A
SKU_001,WH_NORTH,2024-11-18,385.0,337.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1736.0,2724.0,1181.0,832.0,0,FAM_A
SKU_001,WH_NORTH,2024-11-25,452.0,431.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1736.0,2724.0,2086.0,330.0,0,FAM_A
SKU_001,WH_NORTH,2024-12-02,666.0,623.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1736.0,2724.0,2230.0,734.0,0,FAM_A
SKU_001,WH_NORTH,2024-12-09,455.0,416.0,A,X,0.255,1,0,14,2,237.39,71.22,0.2,106.83,0.95,1736.0,2724.0,4458.0,846.0,0,FAM_A
SKU_001,WH_NORTH,2024-12-16,594.0,554.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1736.0,2724.0,1535.0,594.0,0,FAM_A
SKU_001,WH_NORTH,2024-12-23,381.0,359.0,A,X,0.255,0,1,14,2,237.39,71.22,0.2,106.83,0.95,1736.0,2724.0,2452.0,947.0,0,FAM_A
SKU_001,WH_SOUTH,2023-01-02,331.0,303.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1560.0,2448.0,1993.0,610.0,0,FAM_A
SKU_001,WH_SOUTH,2023-01-09,536.0,507.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1560.0,2448.0,2293.0,569.0,0,FAM_A
SKU_001,WH_SOUTH,2023-01-16,557.0,543.0,A,X,0.255,1,0,14,2,237.39,71.22,0.2,106.83,0.95,1560.0,2448.0,1595.0,466.0,0,FAM_A
SKU_001,WH_SOUTH,2023-01-23,226.0,192.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1560.0,2448.0,1427.0,742.0,0,FAM_A
SKU_001,WH_SOUTH,2023-01-30,300.0,292.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1560.0,2448.0,2948.0,745.0,0,FAM_A
SKU_001,WH_SOUTH,2023-02-06,464.0,446.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1560.0,2448.0,1332.0,398.0,0,FAM_A
SKU_001,WH_SOUTH,2023-02-13,413.0,386.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1560.0,2448.0,1092.0,671.0,0,FAM_A
SKU_001,WH_SOUTH,2023-02-20,448.0,408.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1560.0,2448.0,2610.0,134.0,0,FAM_A
SKU_001,WH_SOUTH,2023-02-27,351.0,336.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1560.0,2448.0,4318.0,40.0,0,FAM_A
SKU_001,WH_SOUTH,2023-03-06,550.0,518.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1560.0,2448.0,1919.0,435.0,0,FAM_A
SKU_001,WH_SOUTH,2023-03-13,538.0,517.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1560.0,2448.0,2704.0,75.0,0,FAM_A
SKU_001,WH_SOUTH,2023-03-20,457.0,436.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1560.0,2448.0,4070.0,566.0,0,FAM_A
SKU_001,WH_SOUTH,2023-03-27,579.0,573.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1560.0,2448.0,3394.0,677.0,0,FAM_A
SKU_001,WH_SOUTH,2023-04-03,503.0,477.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1560.0,2448.0,2210.0,479.0,0,FAM_A
SKU_001,WH_SOUTH,2023-04-10,351.0,322.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1560.0,2448.0,4073.0,428.0,0,FAM_A
SKU_001,WH_SOUTH,2023-04-17,492.0,472.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1560.0,2448.0,4103.0,448.0,0,FAM_A
SKU_001,WH_SOUTH,2023-04-24,340.0,327.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1560.0,2448.0,3070.0,755.0,0,FAM_A
SKU_001,WH_SOUTH,2023-05-01,550.0,543.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1560.0,2448.0,2725.0,472.0,0,FAM_A
SKU_001,WH_SOUTH,2023-05-08,444.0,435.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1560.0,2448.0,2334.0,814.0,0,FAM_A
SKU_001,WH_SOUTH,2023-05-15,428.0,413.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1560.0,2448.0,1472.0,301.0,0,FAM_A
SKU_001,WH_SOUTH,2023-05-22,371.0,374.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1560.0,2448.0,877.0,823.0,0,FAM_A
SKU_001,WH_SOUTH,2023-05-29,590.0,546.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1560.0,2448.0,1979.0,531.0,0,FAM_A
SKU_001,WH_SOUTH,2023-06-05,431.0,403.0,A,X,0.255,1,0,14,2,237.39,71.22,0.2,106.83,0.95,1560.0,2448.0,1864.0,624.0,0,FAM_A
SKU_001,WH_SOUTH,2023-06-12,400.0,369.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1560.0,2448.0,4609.0,551.0,0,FAM_A
SKU_001,WH_SOUTH,2023-06-19,409.0,385.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1560.0,2448.0,3750.0,802.0,0,FAM_A
SKU_001,WH_SOUTH,2023-06-26,510.0,469.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1560.0,2448.0,4537.0,694.0,0,FAM_A
SKU_001,WH_SOUTH,2023-07-03,492.0,478.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1560.0,2448.0,1225.0,650.0,0,FAM_A
SKU_001,WH_SOUTH,2023-07-10,497.0,472.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1560.0,2448.0,2937.0,581.0,0,FAM_A
SKU_001,WH_SOUTH,2023-07-17,499.0,457.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1560.0,2448.0,4620.0,256.0,0,FAM_A
SKU_001,WH_SOUTH,2023-07-24,695.0,650.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1560.0,2448.0,3705.0,308.0,0,FAM_A
SKU_001,WH_SOUTH,2023-07-31,403.0,388.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1560.0,2448.0,940.0,690.0,0,FAM_A
SKU_001,WH_SOUTH,2023-08-07,391.0,385.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1560.0,2448.0,4624.0,413.0,0,FAM_A
SKU_001,WH_SOUTH,2023-08-14,356.0,367.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1560.0,2448.0,2385.0,705.0,0,FAM_A
SKU_001,WH_SOUTH,2023-08-21,519.0,535.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1560.0,2448.0,2946.0,712.0,0,FAM_A
SKU_001,WH_SOUTH,2023-08-28,579.0,558.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1560.0,2448.0,3988.0,33.0,0,FAM_A
SKU_001,WH_SOUTH,2023-09-04,436.0,403.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1560.0,2448.0,970.0,97.0,0,FAM_A
SKU_001,WH_SOUTH,2023-09-11,353.0,308.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1560.0,2448.0,3562.0,687.0,0,FAM_A
SKU_001,WH_SOUTH,2023-09-18,355.0,342.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1560.0,2448.0,3664.0,711.0,0,FAM_A
SKU_001,WH_SOUTH,2023-09-25,524.0,489.0,A,X,0.255,1,0,14,2,237.39,71.22,0.2,106.83,0.95,1560.0,2448.0,1695.0,552.0,0,FAM_A
SKU_001,WH_SOUTH,2023-10-02,535.0,505.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1560.0,2448.0,798.0,457.0,0,FAM_A
SKU_001,WH_SOUTH,2023-10-09,511.0,480.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1560.0,2448.0,895.0,356.0,0,FAM_A
SKU_001,WH_SOUTH,2023-10-16,373.0,354.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1560.0,2448.0,3399.0,211.0,0,FAM_A
SKU_001,WH_SOUTH,2023-10-23,476.0,469.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1560.0,2448.0,2137.0,758.0,0,FAM_A
SKU_001,WH_SOUTH,2023-10-30,463.0,444.0,A,X,0.255,0,0,14,2,237.39,71.22,0.2,106.83,0.95,1560.0,2448.0,3082.0,352.0,0,FAM_A
